uid,tid,pid,twc,tbc,ready_to_battle
210,35,4,2562,2913,True
210,214,0,2159,4821,True
210,647,6,8642,14468,True
211,295,5,178,2702,False
211,457,5,2821,4160,True
211,532,1,2452,4198,False
211,288,1,77,108,True
211,94,0,2378,9251,False
211,7,3,317,3180,False
212,211,5,1521,2246,True
212,311,0,7235,11279,True
212,623,6,14066,14775,True
212,391,3,4953,5664,True
212,277,0,12592,14050,True
212,523,2,929,8804,False
212,263,0,7637,10320,False
213,288,2,587,1389,True
213,353,0,4096,14064,False
213,234,2,5953,7336,True
213,557,5,1354,1810,True
213,517,0,507,2497,False
214,124,0,2023,9329,False
214,178,0,9917,13059,True
214,64,3,7271,8802,False
215,590,3,7389,13464,True
215,612,3,11671,11671,False
215,30,2,10767,14592,False
215,379,0,413,5591,True
215,645,1,690,3696,True
216,644,2,2952,9735,False
216,478,1,2251,6026,True
216,417,0,3089,6868,True
217,244,4,14645,14786,False
217,91,5,6924,10034,False
217,499,5,5591,11085,False
217,124,0,371,14860,True
217,423,3,4153,9126,True
217,90,3,0,71,True
217,314,5,3667,10902,True
217,470,4,6228,13093,False
217,638,6,1608,10579,False
218,465,6,11023,14254,False
218,90,2,6916,10935,False
218,61,4,742,4312,False
218,380,3,4715,9860,False
219,84,6,180,920,True
219,241,0,243,604,True
219,235,3,180,436,False
219,54,3,1060,2312,True
219,61,0,2755,9447,False
220,104,3,1433,10958,True
220,86,0,8083,13498,False
220,484,1,5161,12571,True
220,276,0,4199,5457,False
221,422,3,52,1069,False
221,417,6,879,911,True
221,342,4,2409,2916,True
222,374,1,2832,2960,True
222,3,4,3182,4265,True
222,591,0,79,247,False
222,217,5,5218,11863,True
222,466,2,1927,4934,True
222,582,3,2201,14360,True
222,534,6,34,358,True
223,545,1,2727,11249,False
223,442,1,524,862,False
223,146,3,6024,9709,True
224,547,0,1922,6515,True
224,67,1,375,8152,False
224,42,6,1404,6946,True
224,209,1,59,929,True
224,376,1,2550,6494,False
224,412,1,1333,1960,False
224,245,3,6489,11137,True
225,11,1,1135,2777,False
225,206,4,3170,12275,True
225,38,2,1499,2906,False
225,529,0,990,12585,False
226,15,4,67,1349,False
226,375,4,121,3423,True
226,248,5,784,958,True
227,479,4,2638,6151,True
227,458,6,1659,3731,False
227,50,3,4785,8121,True
227,46,5,5445,9395,True
227,493,5,791,4765,True
228,641,5,6647,13583,False
228,610,2,1023,1268,True
229,470,5,4471,6635,False
229,55,2,4420,7958,True
229,192,4,180,13016,True
230,74,3,1518,13094,True
230,513,4,6376,10565,True
231,28,0,3523,11156,True
232,311,3,475,545,True
232,54,4,1966,11454,True
232,436,5,836,9236,True
232,275,0,74,1268,False
232,38,5,3043,13145,False
233,66,0,8149,9874,False
234,518,4,9470,10112,False
234,465,1,316,1017,False
234,541,4,1342,6943,False
234,103,1,629,6408,True
234,85,1,10535,11767,False
234,96,6,1351,2480,True
234,387,0,1186,1575,True
235,432,2,2691,9056,False
235,627,2,2828,9924,False
235,447,1,6,1312,True
235,169,5,6110,6694,True
235,143,5,10361,11777,True
235,101,4,5196,14740,False
235,360,4,1733,9098,False
235,156,6,1573,6393,True
236,443,6,98,10309,False
236,266,5,1562,7903,True
236,563,4,5459,13995,False
236,180,5,26,68,False
236,355,4,2574,3984,True
236,262,0,337,6778,True
236,298,3,6134,14982,False
236,171,0,443,9368,False
237,165,5,1221,3481,False
238,124,2,2300,7657,False
238,409,4,104,11161,False
238,328,3,1959,3119,True
238,185,4,1188,1445,True
238,538,4,6864,7282,False
238,66,1,7087,8531,False
238,231,6,1878,4324,False
238,597,4,4101,9110,False
238,628,1,705,9724,True
239,2,2,2876,4654,True
239,531,1,1515,2512,False
240,455,5,6358,7507,True
240,17,4,4183,5379,True
240,536,3,1682,12015,False
240,540,6,3892,6195,False
240,414,6,14324,14347,False
240,150,5,665,2752,True
240,158,4,3934,4384,True
240,526,5,1961,9959,True
241,400,5,1797,6528,True
241,518,0,12329,13918,True
241,118,5,175,1558,False
242,140,0,4890,13335,True
242,161,5,10884,12335,False
242,570,2,6798,14402,True
243,366,2,3803,14977,False
243,13,4,3609,5183,False
243,404,4,1334,2610,True
243,467,5,432,3813,True
243,273,4,365,1174,False
243,410,2,1709,10574,True
243,101,5,4245,13954,False
244,30,0,3306,5988,False
244,460,6,1964,3956,False
244,287,0,365,2806,True
244,235,4,2878,3710,True
245,125,5,4720,5674,True
245,259,3,886,8568,True
246,437,6,3200,8777,True
246,31,3,4028,6707,True
246,405,6,1392,14908,False
246,479,1,10099,10476,False
246,457,6,1322,2812,True
246,273,6,3212,4323,True
246,461,0,8248,9146,False
247,446,0,1385,2493,True
247,437,0,321,1354,False
247,276,3,1928,2419,True
247,345,1,237,2088,True
247,373,1,4719,9833,True
247,487,1,4371,8145,False
247,512,6,680,2894,False
247,337,6,720,1149,False
247,532,4,7139,10686,False
248,461,1,4137,7920,False
248,548,0,2472,9349,False
248,434,3,2215,5820,False
248,163,0,2137,8363,False
248,339,4,1997,2558,False
248,38,0,1149,6055,False
248,232,6,1550,1828,True
249,485,6,1194,3075,True
249,5,2,8916,9985,False
250,49,4,1962,3088,False
250,182,1,1428,8925,False
250,270,5,102,1772,True
250,280,2,4044,4558,False
250,417,0,2209,5817,False
250,187,1,3054,10755,False
251,209,0,9962,11463,True
251,213,1,487,838,True
251,54,1,3173,4927,True
251,431,3,6206,14206,True
251,122,5,7951,9037,True
251,400,1,232,1300,True
251,229,4,227,6406,True
252,511,4,10522,12631,True
252,97,3,83,4311,False
253,301,5,278,8896,False
253,293,5,5546,5892,True
253,231,3,9237,10368,False
253,243,4,3613,10080,False
253,266,5,7990,8552,True
254,221,4,8869,13971,False
255,461,2,1859,9353,False
255,103,4,6623,7745,True
255,501,0,946,13230,True
255,92,5,3549,6034,True
255,415,1,2879,6167,False
256,96,3,175,1964,False
256,160,0,2843,9768,False
256,3,4,1055,4768,True
256,126,2,2124,4488,False
256,119,1,8517,10437,True
256,268,0,7702,13812,False
257,321,0,1696,2440,True
257,493,6,3013,8898,True
257,466,4,1601,11558,True
257,614,6,1098,5645,True
257,482,6,9978,10027,False
257,128,1,5310,6351,True
257,242,4,12825,14780,True
258,380,0,205,1541,True
258,116,1,8957,10036,True
258,86,4,423,719,True
258,114,2,2851,4730,False
259,486,5,1757,3006,False
259,526,3,1004,3601,True
259,573,3,3287,4026,True
260,621,0,295,1799,False
260,134,2,1244,6914,False
260,576,1,6986,11714,False
261,498,1,654,1980,False
261,202,6,8126,13412,True
261,92,6,1885,4565,False
261,128,3,8197,10326,False
261,386,1,1213,14182,False
262,622,0,1982,13941,True
262,643,1,1506,10886,True
262,351,6,3096,6495,True
262,388,3,20,4684,True
262,632,5,8413,10850,False
262,180,3,2614,4258,False
262,230,3,97,1487,True
263,470,4,4884,13045,False
263,615,5,6270,8819,False
263,504,4,5131,10444,True
263,388,0,101,503,False
263,93,3,2752,9647,False
263,25,6,4400,9969,True
263,189,1,2149,2563,True
264,333,3,1027,1927,True
264,15,0,1932,2798,True
264,625,0,3667,9935,False
264,265,4,3948,12722,False
264,323,3,1885,13442,False
264,443,6,2511,3458,True
264,423,2,3862,7908,False
264,301,1,3159,3928,True
264,390,0,501,1373,False
265,338,0,2980,8439,False
265,464,4,1096,2970,False
265,109,2,2565,2887,False
265,431,5,1111,14239,True
265,305,5,10659,12308,True
265,469,1,9302,10292,False
265,606,3,605,4155,False
266,77,0,2749,10145,True
266,274,4,743,1691,False
266,194,4,1031,11707,False
266,278,3,6871,10968,False
266,532,1,11161,14955,True
266,252,6,1868,2486,False
266,627,4,1300,3178,False
266,13,6,4000,7065,False
267,46,1,3639,11985,True
267,603,1,2570,3977,True
267,176,6,8249,14896,True
267,217,3,3632,7677,True
267,597,1,4189,8333,True
267,126,4,1625,2586,False
268,9,2,5932,6502,True
268,590,2,131,4224,True
268,401,6,2219,4953,False
268,15,6,9405,9452,True
268,576,0,1668,8092,False
268,368,4,2999,3242,False
268,469,4,4268,7918,False
268,598,5,2112,4037,False
268,438,1,6653,7522,True
269,534,6,413,887,False
269,159,4,1713,10434,True
269,96,3,2085,3539,True
269,349,0,8131,14608,False
269,365,6,8448,10135,False
269,293,2,480,7597,True
269,498,4,248,12756,True
269,422,1,4310,5046,False
269,448,3,4966,13720,False
270,301,3,115,263,True
270,450,5,3783,12758,False
270,502,0,893,2929,False
270,2,6,5517,7982,False
271,171,6,1299,10540,False
271,369,6,9236,10834,True
271,325,4,7751,13671,False
271,374,0,4973,7384,True
272,387,0,950,14890,False
272,548,2,5838,8536,False
273,542,5,7362,12289,True
273,292,4,247,3676,False
273,30,5,608,1254,True
273,157,6,7046,11501,True
273,329,4,1018,4827,False
273,199,1,1953,6211,True
273,173,6,4155,8159,True
273,279,1,11386,14787,True
273,329,4,6679,8055,True
274,85,6,156,319,True
274,489,4,3320,11955,False
274,263,5,3619,5974,True
274,577,6,1021,1167,False
274,88,0,844,14060,False
274,564,5,1243,4348,True
274,327,4,7,5185,False
275,512,3,7889,14582,True
275,31,6,9966,12313,True
276,154,0,6918,8100,False
276,522,5,2023,2163,True
276,649,4,2678,4756,False
276,4,3,6989,7196,True
276,391,6,4257,9448,False
277,632,6,12190,13182,True
277,536,3,3576,5210,False
277,543,3,323,1653,False
277,550,2,3033,3487,False
277,172,4,5480,8398,False
277,530,2,2203,2509,False
277,329,3,1451,4311,True
277,472,0,2112,7036,True
278,641,6,1941,2213,False
279,101,1,3044,8257,False
279,315,6,2332,7278,True
279,279,1,5276,12244,False
279,422,5,4131,5826,True
280,418,2,3145,9622,False
281,488,5,274,9700,False
281,367,6,2637,7120,False
281,71,2,738,6785,True
281,607,2,4846,8460,False
281,523,5,10926,14715,False
282,45,0,2094,3081,False
282,429,5,424,3553,False
282,528,0,1040,5206,False
282,134,3,1151,5505,False
282,80,2,6725,13926,True
283,365,4,615,4032,True
283,328,5,238,271,True
283,517,0,397,1633,True
283,287,0,2662,11223,True
283,119,3,2507,5541,True
284,432,5,818,4702,False
284,499,1,1263,3492,False
285,644,5,49,4738,True
285,284,6,294,478,False
285,380,1,945,5900,False
285,276,6,6822,7730,True
285,548,1,5046,10741,False
285,334,4,6326,9188,False
285,586,2,664,822,True
285,537,1,2122,3463,False
286,557,3,3622,4057,False
286,450,1,12843,13575,False
287,591,2,9885,14385,True
287,315,3,4208,5867,False
288,267,5,5142,14785,False
288,157,3,317,2834,True
288,291,4,10024,10066,False
288,366,2,6027,10430,False
288,278,3,4713,12617,True
288,215,5,2517,9180,True
288,256,4,3304,6171,True
288,597,4,6964,7527,False
289,83,0,1133,7829,False
290,26,6,4987,14862,True
290,499,1,5768,12567,True
290,155,6,3629,12243,True
290,257,0,3785,8395,True
291,609,1,6402,8614,False
291,347,6,7603,10614,True
291,599,2,8303,9482,False
291,372,0,3254,10617,True
291,589,3,1230,1404,False
292,96,3,68,235,False
292,561,4,3970,8041,True
293,288,2,7310,13640,False
293,152,2,4592,9548,False
293,644,0,4287,8846,True
293,378,1,9144,10338,True
293,336,1,2253,3128,True
293,286,4,1808,9474,False
293,614,5,8897,9339,True
294,100,5,1772,11441,False
295,75,1,8049,12648,True
295,508,4,325,8666,True
296,638,5,3189,4710,False
296,387,3,1948,3592,True
297,4,6,10873,13119,False
297,63,2,169,3779,False
297,27,0,319,1051,False
297,115,6,93,479,False
298,232,3,13957,14984,True
298,514,1,7484,14907,False
298,455,1,2374,3606,False
298,564,6,587,11886,True
299,499,1,291,7285,False
299,511,4,10391,10473,True
299,66,0,742,12706,False
299,399,2,941,2060,False
300,454,5,7803,10457,True
300,20,0,1340,7060,True
300,429,3,2701,10976,False
301,482,2,105,2914,False
301,534,3,126,3295,False
301,338,1,3,3,True
301,56,4,461,2022,False
302,528,2,9772,10589,True
302,100,3,6976,8076,True
302,246,5,1537,7767,False
303,417,1,437,12300,False
303,239,4,777,9179,True
304,515,4,3792,12593,False
304,233,1,8507,11033,False
304,279,6,5034,6965,True
304,264,1,1203,2067,True
304,331,6,2227,2834,True
305,103,0,855,8663,True
305,375,2,11530,13534,True
305,150,2,893,4230,False
305,351,5,2011,2219,False
305,465,0,3711,6989,True
305,525,5,522,3598,False
305,295,3,5457,6741,True
305,567,4,2254,7998,False
305,611,0,1180,1403,True
306,114,4,8711,10348,False
307,181,3,4009,4593,True
307,462,3,737,1563,False
307,442,2,4698,9935,False
307,40,4,7560,8235,False
307,208,3,3927,6250,True
307,641,0,2630,7004,True
307,318,3,673,1730,False
307,512,4,2917,8099,False
307,197,2,9673,11195,False
308,341,3,4017,11460,True
308,244,4,12,28,False
308,7,5,175,13230,True
308,235,4,1143,7115,False
309,304,5,5074,8183,False
309,356,3,7470,9420,False
309,574,4,562,14924,True
309,66,3,994,1190,False
309,416,5,9243,10415,False
309,606,1,10623,13525,False
309,386,5,2313,14529,False
309,407,2,6903,12862,False
310,359,3,7097,11928,True
310,526,6,3379,8403,True
311,523,3,2726,12367,False
312,79,1,881,2590,True
312,420,0,9457,13217,False
312,411,6,757,990,True
312,269,0,4415,6774,True
312,574,6,2002,5512,False
312,623,4,3830,5762,True
312,13,4,4169,6116,False
312,625,4,562,5719,True
312,164,6,9363,14324,True
313,369,6,5755,9039,False
313,255,6,2008,4135,True
313,303,5,5130,12086,True
313,489,6,12608,14407,True
313,636,2,5603,14034,True
313,112,3,119,3918,True
314,167,3,7215,10594,False
314,428,6,37,3126,False
314,346,1,626,2809,False
314,435,4,4357,9506,True
314,461,5,2601,2917,True
314,60,3,4743,5798,False
314,333,3,389,910,False
314,297,4,4094,13129,False
314,130,2,2309,14514,False
315,529,2,5150,6929,True
315,294,3,4654,9589,True
315,215,4,5604,14710,True
315,36,5,4387,4456,False
316,611,1,1869,4627,False
316,257,1,7083,11080,False
316,334,0,460,1866,True
316,645,2,1449,3568,False
316,555,6,6358,10385,False
316,294,1,2149,8006,False
316,541,4,827,1603,True
316,286,1,6869,14384,True
316,630,0,6228,11058,False
317,302,4,1424,2410,True
317,100,6,3033,13860,True
317,332,0,8724,9568,True
317,371,1,2302,5394,True
318,351,4,884,1618,True
318,227,0,4769,12032,True
318,527,2,10389,10594,False
318,518,1,102,289,False
318,183,1,1568,1695,True
318,551,5,838,1327,True
318,221,3,1231,4325,False
319,259,4,566,5218,False
319,121,3,764,11057,True
319,99,0,427,3598,False
319,504,5,6940,8161,True
319,625,1,4104,4505,True
319,298,0,400,9222,True
319,506,1,7837,12025,True
320,116,2,7240,13175,True
320,275,3,180,2193,False
320,397,4,5598,9879,True
320,539,4,2015,3410,True
320,298,1,3724,6155,False
320,533,2,4303,13519,True
320,369,1,12564,13673,True
320,546,3,3410,13079,True
320,101,1,6048,11976,True
321,214,5,8585,9272,False
321,612,6,6483,8409,True
321,554,3,4780,7667,True
321,390,1,12415,14146,True
321,213,1,4843,10934,False
321,375,5,5561,7852,False
321,202,1,1591,13496,True
322,51,5,10236,13893,False
322,634,4,4512,5167,False
322,528,3,4532,11247,True
322,380,2,4814,5370,True
323,647,0,4739,11386,True
323,73,4,2484,11165,False
323,281,0,573,5779,False
323,471,5,2870,5930,False
323,598,6,3121,6233,False
323,111,3,2214,2735,False
323,112,5,4870,6319,False
324,477,4,611,3373,False
325,112,6,4728,4927,False
325,424,2,1857,8020,False
325,489,5,381,1330,True
325,269,0,419,3452,False
325,113,5,7892,14224,True
325,377,2,1291,2827,True
325,242,6,6215,6952,False
326,399,0,1787,3926,True
326,140,0,4185,9081,False
327,442,5,4468,8558,True
327,211,3,483,3097,True
327,640,4,1018,1919,False
327,541,2,1426,4087,False
327,339,0,1318,5028,False
327,407,0,8259,10153,False
328,501,5,1346,4304,True
328,191,4,83,3558,True
329,442,1,11132,13419,True
329,307,2,2478,7009,False
329,187,6,9590,12732,True
329,626,5,11048,12504,False
329,320,4,7334,12175,True
329,422,2,4470,7400,False
330,365,4,2483,7475,True
330,62,4,7294,8750,True
330,279,3,5080,13859,False
330,104,4,4020,10079,True
330,636,3,339,708,False
331,90,1,5417,8870,True
331,458,2,10251,14780,True
331,43,0,2406,10382,True
331,104,6,10838,11455,False
332,215,0,7902,9958,True
332,248,6,2313,10796,False
332,114,5,457,2772,True
332,200,4,1316,12569,False
332,334,6,10287,11617,False
332,507,3,5211,12788,True
332,488,5,5494,11745,False
332,340,2,4858,5499,True
333,297,4,2494,3086,False
333,396,3,5302,13058,True
333,472,6,669,4276,True
334,88,6,1108,1965,False
334,572,5,6263,10186,False
334,99,3,1390,1759,False
334,466,5,5624,13164,True
334,190,1,3471,6054,True
335,60,5,13639,14743,True
335,291,3,5488,14592,False
335,529,3,2093,10812,True
335,444,4,129,2479,False
335,572,0,213,739,True
335,441,3,1280,9894,True
335,378,5,65,8604,True
336,14,5,287,960,False
337,82,0,2662,9028,False
338,417,5,1023,10361,False
338,588,5,387,4224,False
338,314,6,5012,10165,False
338,377,2,258,1284,True
338,610,4,4826,6899,False
339,59,2,8457,8560,False
339,31,3,1054,4530,True
339,136,3,6091,13168,True
339,184,4,2806,3088,False
339,52,3,10950,11627,True
339,598,2,5515,5528,True
339,17,0,756,1640,True
340,423,6,2973,8242,True
340,616,1,5810,8016,True
340,540,6,2853,13569,True
340,602,6,8028,8879,False
340,104,4,8733,9950,False
341,451,1,2699,7918,False
341,649,4,10225,12162,True
341,183,2,828,2465,False
341,397,2,3969,4002,False
341,141,0,3842,12896,True
342,549,6,477,626,True
342,194,6,3659,5601,False
342,583,3,1461,5770,True
342,545,1,2454,14199,False
342,637,0,5682,7658,False
343,413,4,4126,4959,True
343,448,4,1088,1115,False
343,573,2,4503,7303,False
343,7,4,767,4100,False
343,168,5,9393,14811,True
343,38,3,9578,11383,True
343,40,4,5018,5505,True
344,265,3,5177,6570,True
344,622,0,4836,6182,False
344,39,2,2142,5587,True
344,240,1,2206,4030,True
344,344,5,3759,7737,True
345,587,1,8982,9170,False
345,439,6,8205,14922,False
346,504,4,3593,3999,False
346,502,2,7296,11222,False
347,541,4,1046,3143,False
347,329,4,1863,5422,False
347,290,1,3211,10555,True
347,118,2,1888,2216,True
347,626,0,240,1551,True
348,43,0,8310,10212,True
348,143,4,1483,5197,True
348,242,4,5650,13231,False
348,318,2,11694,13301,True
348,52,1,882,7570,False
348,33,1,13538,14999,True
348,500,2,1063,9184,False
349,251,1,8146,8474,True
350,386,4,972,4773,False
350,302,3,6571,9001,True
350,192,6,2468,14395,False
350,639,6,2341,2476,False
350,177,3,5070,8402,True
350,544,5,4128,5003,False
350,434,6,3082,4550,True
351,541,3,131,3869,True
351,596,4,1001,3545,False
351,427,5,863,9114,True
351,40,5,3589,3944,True
352,299,1,2203,10608,False
352,491,3,4670,13728,True
352,298,0,277,2103,True
352,562,1,9513,11415,True
352,71,4,4918,12487,True
352,474,0,3303,7268,False
352,524,5,3219,9132,True
353,256,4,1761,4716,True
353,596,6,559,13875,False
353,10,4,1203,6113,False
353,433,2,345,2217,True
354,566,0,3604,14705,False
354,569,2,413,1032,False
354,513,2,519,7578,True
354,539,0,3274,7861,False
354,336,3,1939,3529,True
354,123,5,352,1197,False
354,201,0,3117,5842,False
354,504,4,5140,6564,False
354,581,0,2171,10276,True
355,192,1,3891,7742,False
355,465,0,3168,4582,False
355,313,0,445,12715,False
355,101,1,6253,10734,False
355,315,4,3704,3831,False
355,334,1,12506,13622,False
355,283,1,9,355,True
355,380,5,4307,5342,False
355,363,0,285,3484,False
356,624,3,3912,14650,False
357,535,1,5613,11261,True
357,217,3,4988,6284,True
357,637,4,1777,2331,True
357,162,0,12271,14066,False
357,361,0,1630,3908,True
357,245,6,7337,10295,False
357,203,5,8578,10023,True
358,578,1,6395,8932,True
358,556,2,4344,6981,False
358,265,0,1835,2410,True
358,339,2,11492,13040,True
358,342,4,776,7760,False
358,420,3,232,337,True
359,290,3,1737,4085,True
359,108,2,2137,4337,True
359,370,5,2125,2257,False
360,632,2,3496,5541,False
361,611,6,9499,12798,False
361,248,4,976,1045,True
361,117,5,166,1514,True
361,539,1,3886,7263,False
362,5,2,1089,4132,True
362,21,3,4291,5585,True
362,120,6,10177,12214,False
363,113,6,365,584,False
363,536,0,1252,4210,True
363,198,0,5509,13532,False
363,199,6,1273,3468,True
363,230,2,3463,11256,True
364,563,1,46,7647,False
364,351,1,7673,9158,False
365,346,0,3737,9120,False
365,161,4,353,660,True
365,358,4,5378,11207,True
365,88,1,12433,13618,False
365,266,5,1547,2569,True
366,611,2,2850,4519,False
367,36,2,491,1962,True
367,434,2,9779,12040,True
367,519,0,830,2162,True
368,641,5,3930,4294,False
368,328,6,629,5146,False
368,394,5,395,11271,True
368,44,2,10231,11704,True
369,265,1,3843,4897,False
369,231,5,10799,11601,True
369,22,1,2518,8450,True
369,213,4,8536,9395,True
369,91,2,1035,1995,True
369,481,2,1270,3610,False
369,4,0,962,13742,False
370,66,3,248,893,False
370,71,3,1979,14249,False
370,460,5,731,3985,False
370,403,1,1959,5106,True
371,289,2,10662,12917,False
371,232,1,1519,8446,True
371,642,0,9244,9889,False
371,301,0,641,9880,True
371,516,5,2811,11729,False
372,465,1,2880,3545,False
372,525,1,426,1328,False
372,44,5,11935,14975,True
373,282,3,13211,14222,False
373,251,0,5615,9499,False
373,84,1,3966,7354,False
373,40,2,5259,13768,False
373,647,3,12399,13401,True
373,608,3,10365,12216,False
374,482,5,4905,10262,False
375,108,6,4968,9558,False
375,589,2,9928,14303,True
375,324,3,1709,3960,True
375,339,6,8257,10717,False
376,325,5,6713,9892,False
376,491,5,3859,9361,False
376,436,1,5418,7809,True
376,351,1,4794,9356,False
376,621,0,10469,13150,True
377,270,4,141,3754,False
378,303,1,457,12068,True
378,64,0,7023,7449,True
378,70,1,4601,10518,False
379,587,0,1939,3650,True
380,537,4,1558,7390,True
381,313,5,2418,11221,True
381,431,0,3588,9720,True
381,639,2,144,313,True
381,214,2,8227,12261,True
381,74,4,365,1868,False
382,35,6,3411,14586,True
382,408,4,728,1802,False
382,602,3,1570,2048,True
382,180,0,2231,11909,False
383,574,6,6869,12005,True
383,203,5,1629,5824,False
383,44,2,477,5332,False
383,359,3,4726,7943,False
383,276,0,298,13648,True
383,510,2,7055,14693,False
384,462,1,389,2108,False
384,438,0,5021,13191,True
384,487,0,1117,7333,True
384,495,5,7575,8153,False
384,498,1,6185,13765,False
384,36,5,1027,14413,False
384,131,6,1071,1146,True
384,19,5,229,1907,False
385,533,3,6234,6454,True
385,643,3,12,199,True
385,335,6,3244,11874,False
385,86,4,3057,12148,False
385,483,0,82,119,True
385,615,2,288,6722,False
385,266,5,12551,13834,True
385,541,4,3716,11182,False
385,502,2,641,1619,True
386,224,0,4708,8147,True
386,584,1,2125,6722,True
386,557,2,5892,7899,True
386,502,2,6266,8000,False
386,545,2,1631,7108,True
386,521,3,1166,2209,False
386,577,1,1503,2418,True
386,632,1,1444,12257,True
386,63,1,11659,14160,False
387,601,1,16,183,False
387,352,6,79,344,False
388,378,4,20,1820,False
388,602,4,6284,8573,True
388,18,0,2044,3032,False
388,377,2,1174,7349,True
388,285,6,1798,2977,True
388,408,6,12611,14881,True
388,531,2,398,4253,True
388,437,2,9189,13139,True
388,101,1,412,1013,True
389,533,1,4513,11530,False
389,70,6,3929,10130,True
389,421,5,823,14688,False
389,630,0,1556,2871,True
389,634,4,7313,8651,False
389,280,4,6246,9989,False
389,272,0,3036,12109,True
389,107,1,233,9844,True
389,213,6,11870,12076,False
390,269,2,10953,12389,True
390,569,6,54,2628,True
390,88,0,4034,5212,True
391,280,0,719,3611,True
392,148,4,246,9191,False
392,97,1,5885,9651,False
392,228,2,219,579,False
392,291,4,3181,3267,False
392,181,4,1426,9992,True
392,484,0,3808,4049,True
393,270,1,3422,5242,True
393,22,6,110,122,True
393,353,3,665,7509,False
393,568,4,2565,3239,True
394,468,1,4450,7845,False
394,602,6,9348,11877,True
394,365,3,9349,13362,False
394,275,2,2856,5127,True
394,307,2,376,6075,False
394,298,0,3418,12323,False
395,528,1,4835,7852,False
395,184,3,8051,9918,True
396,195,3,1930,2506,False
396,90,3,7805,9627,True
396,77,0,3156,8861,True
396,455,4,1270,6144,True
396,646,2,10873,11276,True
396,461,2,8178,13685,False
396,425,6,160,852,False
397,406,0,2766,3585,True
397,66,4,2157,5786,False
397,16,6,6055,11221,False
397,590,4,2850,4635,False
397,84,4,2240,4475,True
397,584,4,8444,10231,True
398,68,2,2936,4061,True
398,320,4,1809,10721,True
398,112,2,7131,14954,False
398,639,2,2203,7458,True
398,634,4,4593,10678,False
399,201,4,1190,2376,True
399,382,5,292,3635,True
399,498,3,1264,8121,True
400,282,1,1728,8063,True
400,284,3,5981,6699,False
400,543,1,6145,7834,True
400,285,1,1944,2506,True
400,613,6,2760,6002,True
400,479,4,12866,14325,True
400,35,3,370,13001,True
400,192,3,402,1173,False
401,644,2,4749,14171,True
401,544,0,7152,11519,False
401,371,3,9554,14572,False
401,277,0,3604,14595,True
401,108,0,1077,4049,True
401,480,3,12293,13116,True
401,55,5,560,1170,False
402,99,3,1902,13160,True
402,381,0,8478,9053,False
402,507,4,1859,3380,True
402,578,2,615,1281,True
403,8,5,5676,6462,False
403,115,1,1065,9181,False
403,156,4,2407,4298,True
403,106,0,8514,14682,False
404,125,4,8208,13187,True
404,430,3,8656,9818,False
404,153,0,17,2060,False
405,234,4,5314,5466,True
405,392,5,8371,13947,False
405,545,4,11616,12522,False
405,286,5,10128,12410,True
405,479,2,781,6203,True
405,201,3,91,12263,False
405,528,1,5186,10234,True
405,633,2,1081,2688,True
406,448,0,481,3911,False
406,414,1,2375,3461,True
406,240,0,4812,10479,False
406,343,5,78,5077,False
406,542,5,4691,9708,False
406,623,2,142,13179,True
407,224,1,2821,4161,False
407,341,0,4716,13322,False
407,519,2,2744,11173,True
407,426,4,9119,10735,False
407,8,0,566,651,True
407,282,4,1,8003,False
407,150,1,405,2094,True
408,628,3,46,119,True
409,302,2,245,3208,False
409,646,4,10216,10453,False
409,392,6,528,4480,False
409,347,6,1068,3476,True
409,460,2,335,2048,False
410,301,4,7811,10237,False
410,370,5,1157,13707,True
410,101,2,3930,11277,True
410,108,3,4880,13118,True
410,477,3,6299,11162,False
410,591,0,3490,9173,True
410,466,6,2238,2676,True
411,378,4,6083,8163,False
411,451,4,954,2267,False
411,347,2,5021,6120,True
411,469,3,256,10327,False
411,70,3,1699,5333,False
411,481,5,2555,5334,True
412,637,3,56,5132,True
413,502,1,8810,14934,False
413,294,5,5756,11123,False
413,136,6,5145,10162,False
413,380,3,8975,13125,True
413,317,4,4840,6423,False
413,501,5,989,8627,False
414,488,1,1114,3052,True
414,629,5,956,1482,False
414,563,3,2785,3654,False
415,87,2,2061,11835,False
416,451,3,975,9566,False
416,480,1,3923,11100,False
416,483,3,1321,12395,True
416,45,2,13954,14342,True
416,445,0,542,9350,True
416,594,0,2101,13681,False
416,199,0,9131,13716,False
417,552,1,2334,7380,False
417,209,2,3778,11796,False
417,235,3,4084,6084,True
417,140,4,1583,6233,False
418,426,3,1826,6055,False
418,274,2,5343,6306,False
418,328,6,11,1692,True
419,472,4,9907,13466,True
419,636,4,7166,8879,False
420,560,2,316,616,True
420,43,5,2163,2604,False
420,252,4,5,76,False
420,486,4,1641,3487,False
420,250,2,1550,2186,False
420,443,1,3303,3671,False
420,87,4,2846,5003,True
420,292,6,209,8026,True
421,446,6,3252,5887,True
421,556,5,2804,10472,True
421,61,1,6486,9672,False
422,412,5,5547,7212,True
422,530,6,9607,12914,False
422,630,2,196,6443,True
422,46,1,3720,6846,True
422,253,5,9874,14933,True
422,39,2,343,377,True
422,100,3,1088,9251,True
422,203,4,3401,3946,False
422,81,6,3922,4872,True
423,406,3,4867,9544,True
423,16,5,1280,13646,True
423,613,4,5470,11096,True
423,413,2,3694,10997,True
423,461,2,335,4577,False
423,193,4,4847,14571,True
